,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
10950,L,301.78531967482047,310.28531967482047,1300,59.703631220152396,32
10951,L,302.1937291811794,310.7793093071518,1375,46.63165710263468,209
10952,L,303.42837814560164,311.691080662083,1311,54.53040761678436,87
10953,L,302.5937872400183,310.8937872400183,1362,55.25217022670933,152
10954,L,302.09490174546283,310.1237254363657,1358,45.32882369090286,172
10955,L,303.3262633612366,311.6525267224732,1302,49.27587443662057,217
10956,L,302.3973473761709,310.34690527219936,1361,46.28938950468349,8
10957,L,302.7071406585257,310.63749615242,1376,50.35891812799711,108
10958,L,302.60257536574636,310.8012876828732,1357,47.82649978756438,120
10959,L,303.2,311.4,1349,51.283050268735906,8
10960,L,302.77886456035196,311.106506490308,1359,54.26506490307987,142
10961,L,302.3328358455949,310.8746268841961,1320,45.1,210
10962,L,302.42630128092816,310.2578995730239,1328,61.18410896649718,97
10963,L,301.9358742607167,310.200762278215,1360,56.27022396500331,68
10964,L,302.1692510911598,310.49861433073806,1311,55.18172211451716,40
10965,L,302.1332641932818,310.1221761288545,1378,48.532641932817675,165
10966,L,302.2309548883678,310.6464323325518,1348,48.0440187837697,158
10967,L,302.1898272006761,310.3050863996619,1340,60.1931856070995,108
10968,L,303.2074516637441,311.4074516637441,1373,47.57764500876777,61
10969,M,302.4,310.3233300597956,1374,51.706777966950305,159
10970,L,303.2,311.4,1349,52.438435927211344,8
10971,L,303.0554241854623,311.5554241854623,1377,43.38552922078628,30
10972,H,302.4753666137909,310.7275662965367,1353,57.19970364842389,102
10973,L,302.9320397528708,311.0760530038277,1308,52.00194037069378,42
10974,L,302.0331186888036,310.22229377039884,1347,52.092977706824776,62
10975,L,302.12685455257866,310.71342727628934,1361,49.03145447421358,38
10976,L,302.3102310638923,310.7102310638923,1341,47.80313542570375,109
10977,H,302.29618899475247,310.5577133968515,1289,55.969146412594,31
10978,L,302.0858978009633,310.3570510995183,1354,58.94487581059677,107
10979,L,302.4,310.7711936781664,1357,51.703074999759544,152
10980,L,302.4,310.8431791701545,1352,48.57170609827867,149
10981,H,302.471083925673,310.64151964085056,1272,56.5671946627003,24
10982,H,302.4229998740697,310.8229998740697,1353,53.44666330852525,103
10983,L,302.7,310.55041397737006,1355,43.23679835504598,10
10984,L,302.3091665059664,310.3816669880671,1349,46.59875265155362,164
10985,L,302.092929723418,310.4385859446836,1374,51.350093089107794,132
10986,H,302.4910386893178,310.89283095145424,1356,55.3010589028555,100
10987,M,302.60841991739267,311.06931069297787,1322,55.893043597984594,80
10988,L,302.18798073107644,310.1119754759155,1354,45.79584760033177,6
10989,L,303.1562787958847,311.41136591959867,1300,46.932445352470516,219
10990,L,302.08184925572937,310.4818492557294,1352,53.70291407420718,108
10991,H,301.92082738274024,310.26057280343554,1265,60.33433561047056,22
10992,L,302.18124100951735,310.2743723028552,1360,56.61373741332428,68
10993,L,302.4341342769304,310.8909499076992,1313,54.593015999971804,52
10994,L,302.43235954970453,310.159325841125,1378,48.829887642306865,106
10995,L,302.82316511454496,311.371510463506,1362,51.986041854024165,35
10996,L,302.2933647344675,310.6447865770816,1367,52.036020012890674,67
10997,L,301.94486479556707,310.4299098637114,1372,54.391532316906385,126
10998,H,302.77268757027764,310.8623036316666,1278,54.89616061388907,26
10999,M,302.13707174717985,310.12471449811994,1378,48.73136170957781,165
11000,M,303.1989717535088,311.43938305210526,1371,46.96660678657884,60
11001,L,302.76582491732205,310.80970819553676,1344,48.69727835366688,171
11002,L,302.4,310.46070346951944,1372,46.78065458821605,147
11003,L,303.47485698478124,311.97485698478124,1368,51.25655103678172,31
11004,L,302.0,310.4,1339,58.16528557116971,109
11005,L,302.3662682435588,310.1,1358,54.6505976346618,61
11006,H,303.51277047789114,312.0546174631518,1369,53.58232224206285,111
11007,L,302.399643288557,310.95354432108667,1364,48.51453399578971,210
11008,L,302.56897348243115,310.7327566293922,1371,47.43448674121557,14
11009,L,302.2950535788475,310.4790107157695,1372,47.631014149205974,140
11010,H,303.04431317162255,311.0951255756765,1290,54.50812404053918,34
11011,L,302.39215578701027,310.2039221064948,1346,62.31371365711328,106
11012,L,303.16995760622774,311.2028208053381,1296,54.3286319911032,37
11013,L,303.2476841850182,311.4953683700365,1313,49.86073916334054,223
11014,L,301.7797277856602,310.2797277856602,1339,50.26686953509254,65
11015,H,302.56848585253726,310.7342429262686,1276,56.28226293776163,24
11016,L,303.27835630157557,311.47835630157556,1234,56.98986719805419,210
11017,L,303.21276491302,311.1711571159134,1310,54.93617543489978,46
11018,L,303.03640940539157,311.2491275243133,1335,52.52369128646987,169
11019,L,302.72244931895494,310.921728931027,1308,55.35510136209003,42
11020,L,303.1149236794277,311.2808931511988,1354,52.72803836078954,8
11021,L,302.55283230027453,310.4801925505033,1346,47.26512425388917,166
11022,M,302.1789738524492,310.15264923496613,1377,49.33195855177134,164
11023,L,302.6449891152206,310.8224945576103,1353,46.41881802987114,123
11024,L,303.4,311.5234232795281,1302,52.88919048424674,46
11025,H,302.9738664020031,310.99477328040064,1358,44.79061931472875,114
11026,L,302.6505480567788,310.95054805677876,1331,52.202192227115205,155
11027,L,302.20526157302993,310.60789235954496,1346,49.11844561803562,134
11028,L,303.0771059037,311.33097817565715,1354,44.399830232278546,187
11029,L,303.06813781908545,311.26813781908544,1373,47.995586542743666,63
11030,M,302.4,310.4322060147654,1373,48.00499549797519,149
11031,L,302.2716976745008,310.8287732558756,1321,45.1,209
11032,L,302.88526648885227,311.01368865180297,1309,52.07210026672162,41
11033,M,302.33088608992364,310.6529112806108,1359,47.273925531906514,65
11034,L,302.83880121704124,310.77525905535043,1363,53.82266850184574,64
11035,L,303.31328873701733,311.59651057956063,1370,43.811137206058206,31
11036,L,302.5056487381218,310.25847310718274,1358,55.97343359558373,64
11037,L,302.9520902636757,310.9537624746163,1349,46.48887890436858,9
11038,L,302.10164312886155,310.00874796322466,1304,62.47428842924285,228
11039,M,302.38777291412345,310.95266374847404,1361,44.289650616607354,66
11040,L,302.9018167943495,311.3013625957621,1308,45.1,215
11041,L,303.24371815209787,311.29581210139855,1304,54.91685350769251,41
11042,L,303.14799062268213,311.17688472119204,1363,46.73467291821192,28
11043,L,303.47341199468974,311.70154266253644,1232,65.94201463067463,144
11044,L,303.2149895810106,311.4149895810106,1373,47.55503125696817,61
11045,H,302.85662119798417,311.41289303315966,1373,54.73118449447338,118
11046,L,302.06141944832547,310.3035486208137,1375,47.81396734461673,174
11047,L,301.6273933269089,310.1273933269089,1328,48.515023259451745,75
11048,L,303.24796898778465,311.5466149796411,1321,56.74313165797058,193
11049,L,301.91512702903384,310.35185437343563,1310,56.96974594193232,40
11050,L,302.4953240912621,310.9,1340,48.91206069223219,150
11051,L,303.3872537690655,311.7872537690655,1306,54.74380066809908,95
11052,L,302.02913217894354,310.00330574315484,1374,49.197313766295345,175
11053,L,302.7327075513617,310.9923144672719,1370,47.01152829909216,25
11054,L,301.9015968061206,310.40239520918095,1286,62.720159693968355,21
11055,L,302.6313349576646,310.48201461898134,1316,61.86730571970186,102
11056,L,301.9793216143474,310.3524070313915,1376,53.948140627831194,122
11057,L,302.7266371540955,311.0096066754076,1340,50.85764005244571,167
11058,L,303.08393046156294,311.0375026461881,1360,45.56251852331669,24
11059,L,301.92025458647066,310.4040509172941,1375,54.52731560893984,126
11060,L,302.9262532904747,311.2508355269831,1363,54.95859705632333,146
11061,L,302.059385881416,310.5375435256639,1375,46.746755304424134,203
11062,L,302.35980480753847,310.54117115476913,1375,49.43141153169304,164
11063,L,303.12287243916285,311.2611703904932,1349,49.6654273684296,9
11064,L,302.26149357968484,310.26925321015756,1342,60.945682586690694,107
11065,L,303.43453788064846,311.93453788064846,1373,46.05538660365053,32
11066,L,302.2255885768821,310.15813714103933,1353,53.40818860869428,61
11067,L,302.9069088229558,310.98967235213814,1360,48.98974352528197,10
11068,L,302.49296616498714,310.5001387554382,1352,47.24345180902082,7
11069,L,302.8039373391995,310.8347586758849,1342,49.427900062851585,170
11070,L,302.06577344072105,310.4946406443261,1370,45.99196096648922,197
11071,L,303.5832252522896,311.8,1229,66.31353231639832,153
11072,L,302.0007196021814,310.1043176130884,1361,45.40647641963258,174
11073,L,302.8219445649145,311.06009930100424,1372,49.16658664760708,65
11074,L,302.0144696767672,310.41446967676717,1356,57.2403419697214,108
11075,M,303.24208997396926,311.5785307492071,1354,44.549436227933526,194
11076,L,302.6981653391071,310.81889920346424,1358,48.365318320321954,112
11077,L,302.7901781844441,310.8153266714809,1368,50.43809936592955,63
11078,H,302.93030401076356,311.096105156696,1281,53.78267880024974,33
11079,L,302.82598201044385,310.8694003021261,1341,49.66409296904147,170
11080,L,302.9116757307815,311.03304183917646,1352,51.51961714345387,7
11081,L,302.23139119884144,310.62556479536556,1377,47.280261608110216,166
11082,L,303.06963036052787,311.4696303605279,1301,57.496536875424965,108
11083,L,302.7,310.5559167861815,1356,43.39362840617365,10
11084,L,302.60922895538783,310.8046144776939,1352,45.811930559025186,112
11085,L,302.3887130434314,310.8830695651471,1348,46.22980000053895,148
11086,L,303.1539315667773,311.3413674486257,1351,53.43564057360265,7
11087,L,302.6981590064208,310.8975453418944,1368,50.91778261236371,144
11088,L,301.9415775211168,309.98315504223365,1368,47.21109684537833,177
11089,L,303.4,311.4239409041777,1306,53.78453186240054,44
11090,L,302.665589033465,311.065589033465,1298,60.57710369094644,124
11091,L,302.11469991698704,310.38674979246764,1353,47.120498754805645,166
11092,L,302.33173306432485,310.7024590500304,1346,49.01475430018258,162
11093,H,302.4241927728119,310.3693494096835,1348,60.730698675977266,104
11094,L,302.2360784166237,310.17319071206646,1354,45.84224590885638,6
11095,L,302.70952170463715,310.70952170463715,1368,47.48476527258057,11
11096,L,303.34649092582674,311.6929818516535,1310,59.18069147810937,218
11097,L,302.73344338941564,310.74682074518194,1367,47.921386706637485,10
11098,L,302.07708257219593,310.43996163685193,1311,55.61742784052832,40
11099,L,301.47316490722346,309.96097075601955,1338,60.04392282471788,111
11100,L,301.7762977280036,310.2673215247091,1310,57.12622579951642,40
11101,L,302.4479317120064,310.2878748053451,1349,45.77903258675766,167
11102,M,302.2,310.6,1350,50.41831868780938,129
11103,L,302.3086990233008,310.885501627832,1359,44.38275702523451,67
11104,L,302.2620357857342,310.69305367860136,1346,48.238445321119165,138
11105,L,302.62275588036437,310.88183725357624,1296,58.55983216852893,32
11106,L,302.4746071904654,310.2367798491867,1359,53.804189968368576,61
11107,L,302.73571845720693,310.7714369144138,1314,53.54991239865464,43
11108,L,302.29681491127064,310.1484074556353,1345,62.4,106
11109,L,302.595989044408,310.7811303364663,1357,44.846581601621146,181
11110,L,302.4755941041496,310.9,1342,48.33002607241315,150
11111,L,302.60459383868437,310.90344537901325,1358,49.52760503641377,115
11112,L,303.1085510665013,311.1085510665013,1364,46.84631829359791,25
11113,L,302.3722017642616,310.85830264639236,1348,46.419679710991566,149
11114,L,301.9384375603317,310.4,1257,60.03249565611851,43
11115,L,302.99234611217554,311.2872435202926,1365,56.13621760146285,146
11116,L,302.2390459311496,310.6561837245982,1377,47.22667848195317,166
11117,L,303.4,311.5253997650761,1301,52.871402114315046,46
11118,L,302.9483362248396,311.39178047651694,1316,55.5935436039964,86
11119,L,302.87545969899054,310.9456435785868,1361,48.76330983273202,10
11120,L,302.0751183071635,310.2949290157019,1377,52.79858031403754,119
11121,L,301.9082901494828,309.91658029896564,1372,48.24300536603256,179
11122,H,302.21435978679966,310.64115476014956,1358,57.54448545305075,108
11123,L,302.96279055417517,311.12703465053465,1368,49.79941734903274,17
11124,L,302.001307873987,310.10348766396527,1361,45.40610341193921,173
11125,L,301.9095813264862,310.32465110540517,1355,58.331535136217205,108
11126,L,302.22124710673336,310.8099966934095,1360,45.32754877220948,67
11127,L,301.6189768460295,310.1189768460295,1327,48.41823372933943,75
11128,L,301.6003908403373,310.0669923669477,1337,59.598632058819426,110
11129,L,303.0241397716234,311.19885302883125,1305,51.863790342564826,44
11130,L,302.40002010125204,310.97859009401975,1360,50.41436037607897,38
11131,L,302.99256083046356,311.0266094948344,1351,48.821459931125496,8
11132,L,302.5872055078462,311.01003986862935,1324,49.13051829218187,216
11133,L,303.369241969863,311.7487366164384,1316,51.159734476712266,68
11134,L,302.243408505834,310.7114432996085,1312,55.32226159534054,49
11135,L,302.6189567086427,310.37061037778415,1319,62.07773595307439,98
11136,L,302.77940306972374,311.14146276275136,1283,55.20976066074046,41
11137,L,302.05502582928403,310.455025829284,1353,55.11114396258874,108
11138,L,302.85094153795825,310.77169476832483,1350,44.60751260602323,9
11139,L,302.5378053957234,310.9,1336,50.165259173840106,152
11140,L,301.88040329350787,310.3003360779232,1336,58.618588472722465,110
11141,H,302.43594749445293,310.89044093125955,1360,57.073611574287476,109
11142,L,302.9822497101296,311.1149638302037,1338,51.338389751388696,171
11143,L,301.90976460110846,310.4019529202217,1375,54.72033133960425,126
11144,M,303.4,311.5975388058966,1311,52.46907425430116,56
11145,L,302.70485017746154,310.50873031943075,1351,41.9164042590765,9
11146,M,302.28205825577453,310.84004481213424,1362,47.28183419510335,210
11147,M,302.3677919424684,310.35766446025303,1358,51.185945901647585,62
11148,L,302.6478390468292,311.16355611654774,1364,49.10638541936186,207
11149,L,301.827659197869,310.31264046870797,1309,56.94192876058759,40
11150,L,302.4566427012901,310.28496405193516,1351,45.043357298709886,169
11151,L,302.3301673465688,310.7936589792404,1319,49.91589326443668,80
11152,L,302.17377526537746,310.582516843585,1356,51.7972136590556,126
11153,L,303.07805218027573,311.2780521802757,1337,52.24883488441124,172
11154,L,303.2065247270187,311.7065247270187,1368,52.73914836211218,28
11155,L,303.03596825213066,311.2146243361742,1305,51.84604762180401,44
11156,L,302.37321618294817,310.510537801243,1353,47.49001062450967,174
11157,L,303.3361996764784,311.67239935295675,1302,50.855748560061656,217
11158,L,302.4802099418358,310.79159352572816,1369,51.02171745860558,66
11159,L,302.9231358843008,310.90164459174144,1350,45.95032744799524,9
11160,L,303.2027171963034,311.4054343926068,1323,54.29238467431636,227
11161,L,303.2393743404554,311.48583245394053,1299,51.54093848931687,48
11162,L,301.9561375281252,310.3,1337,52.28442889285983,61
11163,L,302.1765223109498,310.0637685924582,1354,44.679127289776126,6
11164,L,302.2078198813629,310.51374409490967,1325,59.8116112169953,88
11165,L,303.39943500908595,311.89943500908595,1366,53.89661005451556,29
11166,L,302.40684222536055,310.8068422253606,1337,48.06881611974154,110
11167,L,302.63451123481883,311.0401435130665,1324,49.52186566986462,217
11168,L,301.0733091520801,309.53665457604006,1342,62.4,111
11169,L,302.0218917896412,310.5662701475694,1349,47.615406734664816,65
11170,L,302.6137677229899,310.98542651277216,1334,48.468032850711445,188
11171,L,302.4797780323648,310.8743638446621,1370,55.5851922200675,136
11172,L,301.6076405567515,310.1076405567515,1326,48.287866402642,76
11173,H,302.61565616544493,311.09261318612556,1362,56.691730648429505,109
11174,L,303.2828043285774,311.5656086571549,1304,46.66480609945431,220
11175,L,302.36849989038484,310.6842499451924,1359,53.79199649231485,155
11176,L,303.0594331733927,311.3,1335,53.00566826607341,168
11177,L,302.5844726188875,311.02191683666604,1365,45.70683571332506,66
11178,L,301.9820924820282,310.3507445107831,1376,53.91489021566185,122
